ANNO,ASL,PROVINCIA,COD_ENTE,COD_STRUTTURA,COD_SUB,DENOM_STRUTTURA,COD_TIPO_STR,DESCR_TIPO_STR,PUBBL_PRIV,COD_DISCIPLINA,DESCR_DISCIPLINA,AREA,TIPO_DEGENZA,MESI_DEG_ORD,MEDIA_LETTI_DEG_ORD,Posti_letto_ORD_attivati_al_31_12,MESI_DH,MEDIA_LETTI_DH_DS,Posti_letto_DH_DS_attivati_al_31_12
2020,326,BS,326,030295,,FONDAZIONE POLIAMBULANZA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,39,PEDIATRIA,Area medica,Acuti,11,13.36,16,12,1,1
2020,322,VA,710,030010,,OSPEDALE GALMARINI - TRADATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,20.33,22,12,2.25,3
2020,326,BS,326,030178,,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,60,LUNGODEGENTI,Area medica,Lung,7,1.86,2,0,0,0
2020,326,BS,326,030175,,CASA DI CURA S. CAMILLO - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,08,CARDIOLOGIA,Area medica,Acuti,12,11.33,14,0,0,0
2020,321,LO,709,030067,,OSPEDALE MAGGIORE DI LODI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,31,31,0,0,0
2020,321,MI,708,030072,01,OSPEDALE DI  VIZZOLO PREDABISSI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,64,ONCOLOGIA,Area medica,Acuti,12,11.92,15,12,2,2
2020,323,SO,713,030042,,OSPEDALE SONDRIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,10,7.7,0,0,0,0
2020,326,BS,723,030156,,OSPEDALE DI DESENZANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,34,OCULISTICA,Area chirurgica,Acuti,12,1.58,4,10,1,1
2020,327,CR,726,030209,,OSPEDALE MAGGIORE - CREMA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,39,PEDIATRIA,Area medica,Acuti,12,13.67,14,0,0,0
2020,322,VA,710,030901,01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,38,OTORINOLARINGOIATRIA,Area chirurgica,Acuti,12,14.75,8,0,0,0
2020,321,MI,922,030922,,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,12,CHIRURGIA PLASTICA,Area chirurgica,Acuti,12,11,0,11,4.36,0
2020,328,PV,727,030203,,OSPEDALE ASILO VITTORIA - MORTARA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,12,23.58,28,10,1,0
2020,321,LO,709,030067,,OSPEDALE MAGGIORE DI LODI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,12,24,22,12,1,1
2020,321,MI,948,030948,,IRCCS MULTIMEDICA - MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,11,6.55,9
2020,326,BS,942,030942,,IRCCS S.GIOVANNI DI DIO-FBF- BRESCIA,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,4,13.75,,0,0,
2020,321,MI,701,030913,,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,60.66,85,0,0,0
2020,327,CR,724,030908,,OSPEDALE DI CREMONA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,12,21.33,21,12,1,1
2020,325,BG,325,030148,,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,50,UNITA' CORONARICA,Area medica,Acuti,8,4.75,6,0,0,0
2020,326,BS,326,030348,,CASA DI CURA VILLA BARBARANO - SALO',51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,RM,RIABILITAZIONE DI MANTENIMENTO,Area medica,Lung,12,6.83,3,0,0,0
2020,326,BS,722,030163,,PRESIDIO OSPEDALIERO DI ISEO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,62,NEONATOLOGIA,Area medica,Acuti,6,1,1,0,0,0
2020,326,BS,326,030275,,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,11,8.73,0,0,0,0
2020,325,BG,325,030144,,CASA DI CURA BEATO PALAZZOLO - BERGAMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,24,34,12,2,2
2020,321,MI,321,030112,,IST.CLINICO S.AMBROGIO SPA-MILANO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,12,CHIRURGIA PLASTICA,Area chirurgica,Acuti,0,0,2,0,0,0
2020,321,MI,703,030916,,OSPEDALE L. SACCO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,71,REUMATOLOGIA,Area medica,Acuti,7,6,6,12,1,1
2020,324,MB,716,030909,,OSPEDALE S.GERARDO - MONZA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,47.58,76,10,2.8,6
2020,321,MI,705,030281,02,OSPEDALE DI CUGGIONO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,58,GASTROENTEROLOGIA,Area medica,Acuti,,,4,,,0
2020,327,CR,726,030209,,OSPEDALE MAGGIORE - CREMA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,14,CHIRURGIA VASCOLARE,Area chirurgica,Acuti,12,8.83,5,12,1,1
2020,321,MI,708,030085,01,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,1,0,0,12,3,3
2020,326,BS,326,030295,,FONDAZIONE POLIAMBULANZA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,30,NEUROCHIRURGIA,Area chirurgica,Acuti,12,17.08,20,0,0,0
2020,321,MI,707,030058,,OSPEDALE BASSINI - CINISELLO BALSAMO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,7,8.71,29,8,1.63,2
2020,326,BS,326,030275,,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,26,MEDICINA GENERALE,Area medica,Acuti,12,9.67,0,0,0,0
2020,321,MI,925,030925,,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,39,PEDIATRIA,Area medica,Acuti,12,49.17,62,12,4,4
2020,322,VA,322,030017,,CASA DI CURA MATER DOMINI - CASTELLANZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,12,4,4
2020,321,MI,923,030923,,FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-MILANO,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,30,NEUROCHIRURGIA,Area chirurgica,Acuti,12,46,50,0,0,3
2020,326,BS,326,030176,,ISTITUTO CLINICO  S. ANNA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,24.83,27,12,2,2
2020,321,MI,941,030941,,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,64.67,0,0,0,0
2020,321,MI,941,030941,,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,38,OTORINOLARINGOIATRIA,Area chirurgica,Acuti,12,2,0,0,0,0
2020,322,VA,322,030364,,FOND. GAETANO E PIERA BORGHI - BREBBIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,RM,RIABILITAZIONE DI MANTENIMENTO,Area medica,Lung,0,0,0,0,0,0
2020,325,BG,720,030140,,OSPEDALE BOLOGNINI - SERIATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,11,19.91,30,11,1.45,2
2020,327,MN,725,030907,,OSPEDALE C. POMA - MANTOVA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,64,ONCOLOGIA,Area medica,Acuti,12,15,15,9,2,2
2020,321,MI,701,030913,,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,34,OCULISTICA,Area chirurgica,Acuti,12,4.42,6,0,0,0
2020,326,BS,723,030184,,OSPEDALE DI MANERBIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,50,UNITA' CORONARICA,Area medica,Acuti,9,4,4,0,0,0
2020,323,CO,323,030031,,OSP. MORIGGIA PELASCINI - GRAVEDONA,4,OSPEDALE CLASSIFICATO,priv,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,10,10,12,1,1
2020,328,PV,924,030924,,POLICLINICO S. MATTEO - PAVIA,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,65,ONCOEMATOLOGIA PEDIATRICA,Area medica,Acuti,12,20,20,12,8,8
2020,321,MI,708,030085,01,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,26,MEDICINA GENERALE,Area medica,Acuti,12,28,54,12,1.83,2
2020,327,CR,726,030209,,OSPEDALE MAGGIORE - CREMA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,64,ONCOLOGIA,Area medica,Acuti,12,17,18,12,4,4
2020,322,VA,711,030006,,OSP. S. ANTONIO ABATE - GALLARATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,60,LUNGODEGENTI,Area medica,Lung,3,3,0,0,0,0
2020,322,CO,322,030032,,IST.CLINICO VILLA APRICA SPA-COMO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,7,30,32,0,0,0
2020,322,VA,322,030015,,CASA DI CURA SANTA MARIA - CASTELLANZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,26,MEDICINA GENERALE,Area medica,Acuti,8,5.75,25,12,1,1
2020,321,MI,923,030923,,FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-MILANO,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,49,TERAPIA INTENSIVA,Area medica,Acuti,12,7.83,8,0,0,0
2020,322,CO,322,030029,,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,4,OSPEDALE CLASSIFICATO,priv,62,NEONATOLOGIA,Area medica,Acuti,12,6,4,0,0,0
2020,322,CO,322,030347,,CASA DI CURA VILLA S. GIUSEPPE-ANZANO DEL PARCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,60,LUNGODEGENTI,Area medica,Lung,12,13.67,0,0,0,0
2020,326,BS,721,030906,,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,45.75,72,10,2,2
2020,321,MI,703,030910,,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,29,NEFROLOGIA,Area medica,Acuti,11,8.82,10,12,1,1
2020,322,VA,711,030004,,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,67,PENSIONANTI,Area medica,Acuti,6,2,0,0,0,0
2020,321,MI,946,030946,02,IST.CLINICO S.SIRO SPA-MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,39.59,66,12,1.42,2
2020,325,BG,325,030145,,HUMANITAS CASTELLI,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,12,7,7
2020,321,MI,706,030066,,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,68,PNEUMOLOGIA,Area medica,Acuti,12,19.92,88,12,1,1
2020,321,MI,704,030912,,P.O. CENTRO TRAUMATOLOGICO ORTOPEDICO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,12,6.58,7
2020,323,BS,714,030274,02,OSPEDALE VALCAMONICA - EDOLO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,13,13,12,1,1
2020,321,MI,706,030283,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,60,LUNGODEGENTI,Area medica,Lung,12,13,5,0,0,0
2020,324,MB,324,030381,,FOND. MB PER IL BAMBINO E LA SUA MAMMA - MONZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,12,33.42,35,12,3.17,3
2020,321,MI,702,030915,,OSPEDALE S. CARLO BORROMEO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,43,UROLOGIA,Area chirurgica,Acuti,12,7.33,0,0,0,0
2020,328,PV,727,030192,,OSPEDALE SS.ANNUNZIATA - VARZI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,2,3.5,10,3,1,1
2020,321,MI,706,030073,,OSPEDALE DI CIRCOLO - RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,50,UNITA' CORONARICA,Area medica,Acuti,10,4.6,4,0,0,0
2020,321,MI,708,030071,01,OSPEDALE S. MARIA DELLE STELLE MELZO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,39,PEDIATRIA,Area medica,Acuti,11,15.36,15,12,1,1
2020,327,MN,327,030355,,OSPEDALE DI SUZZARA S.P.A.,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,12,3.75,4
2020,321,MI,936,030936,03,IRCCS OSPEDALE CAPITANIO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,34,OCULISTICA,Area chirurgica,Acuti,10,2.6,0,0,0,0
2020,326,BS,326,030295,,FONDAZIONE POLIAMBULANZA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,56.83,65,12,1,1
2020,325,BG,718,030905,,OSPEDALE PAPA GIOVANNI XXIII - BG,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,47,57,0,0,0
2020,321,MI,703,030056,,PRESIDIO OSPED. V. BUZZI - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,39,PEDIATRIA,Area medica,Acuti,12,19.25,46,12,1,1
2020,326,BS,723,030184,,OSPEDALE DI MANERBIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,29,NEFROLOGIA,Area medica,Acuti,11,8.36,11,0,0,0
2020,328,PV,727,030203,,OSPEDALE ASILO VITTORIA - MORTARA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,60,LUNGODEGENTI,Area medica,Lung,12,3,3,0,0,0
2020,326,BS,326,030295,,FONDAZIONE POLIAMBULANZA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,26,MEDICINA GENERALE,Area medica,Acuti,12,52.58,59,12,1,1
2020,326,BS,326,030176,,ISTITUTO CLINICO  S. ANNA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,24.17,31,12,2,2
2020,328,PV,727,030190,,OSPEDALE CARLO MIRA-CASORATE PRIMO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,37,OSTETRICIA E GINECOLOGIA,Area chirurgica,Acuti,0,0,0,0,0,0
2020,326,BS,723,030156,,OSPEDALE DI DESENZANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,39,PEDIATRIA,Area medica,Acuti,12,10.25,12,9,1,1
2020,327,MN,327,030357,,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,02,DAY HOSPITAL,Area medica,Acuti,0,0,0,12,4.42,5
2020,325,BG,719,030131,,OSPEDALE DI TREVIGLIO E CARAVAGGIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,19,"MALATTIE ENDOCRINE, DEL RICAMBIO E DELLA NUTRIZIONE",Area medica,Acuti,0,0,0,7,1,1
2020,323,SO,713,030042,,OSPEDALE SONDRIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,62,NEONATOLOGIA,Area medica,Acuti,12,5,5,0,0,0
2020,321,MI,925,030925,,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,64,ONCOLOGIA,Area medica,Acuti,1,45,0,11,1.18,2
2020,326,BS,723,030184,,OSPEDALE DI MANERBIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,34,OCULISTICA,Area chirurgica,Acuti,12,2.83,4,4,5,5
2020,321,MI,935,030935,,IRCCS    S. RAFFAELE - MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,07,CARDIOCHIRURGIA,Area chirurgica,Acuti,9,33.78,38,0,0,0
2020,321,MI,943,030943,,IST. CLIN. HUMANITAS - ROZZANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,67,PENSIONANTI,Area medica,Acuti,12,18.58,0,0,0,0
2020,322,VA,710,030282,01,OSPED.CIRCOLO CAUSA PIA LUVINI-CITTIGLIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,14,8,12,0,0
2020,324,MB,716,030909,,OSPEDALE S.GERARDO - MONZA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,10,1.5,4
2020,321,MI,701,030913,,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),Area chirurgica,Acuti,12,23.25,24,11,1.09,1
2020,321,MI,702,030914,,OSPEDALE S. PAOLO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,36,ORTOPEDIA E TRAUMATOLOGIA,Area chirurgica,Acuti,12,18,24,0,0,0
2020,324,MB,716,030909,,OSPEDALE S.GERARDO - MONZA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,10,CHIRURGIA MAXILLO FACCIALE,Area chirurgica,Acuti,11,5.09,8,11,1,1
2020,328,PV,924,030924,,POLICLINICO S. MATTEO - PAVIA,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,08,CARDIOLOGIA,Area medica,Acuti,12,30,30,12,2,4
2020,322,CO,712,030902,,OSPEDALE S. ANNA - COMO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,12,16.17,33,0,0,0
2020,327,CR,726,030209,,OSPEDALE MAGGIORE - CREMA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,54,EMODIALISI,Area medica,Acuti,12,4,4,0,0,0
2020,321,MI,706,030283,,OSPEDALE G.CASATI-PASSIRANA RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,40,PSICHIATRIA,Area medica,Acuti,10,13.9,0,12,1,0
2020,327,CR,726,030209,,OSPEDALE MAGGIORE - CREMA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,34,OCULISTICA,Area chirurgica,Acuti,12,1,1,12,1,1
2020,321,MI,706,030073,,OSPEDALE DI CIRCOLO - RHO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,21.42,13,12,1.92,2
2020,321,MI,943,030943,,IST. CLIN. HUMANITAS - ROZZANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,07,CARDIOCHIRURGIA,Area chirurgica,Acuti,11,16.82,20,0,0,0
2020,328,PV,727,030193,,OSPEDALE CIVILE - VIGEVANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,8,62.13,72,0,0,0
2020,324,MB,716,030909,,OSPEDALE S.GERARDO - MONZA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,38,OTORINOLARINGOIATRIA,Area chirurgica,Acuti,11,10.18,21,9,1.33,2
2020,328,PV,924,030924,,POLICLINICO S. MATTEO - PAVIA,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,35,ODONTOIATRIA E STOMATOLOGIA,Area chirurgica,Acuti,0,0,0,11,1.91,2
2020,321,LO,709,030067,,OSPEDALE MAGGIORE DI LODI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,12,CHIRURGIA PLASTICA,Area chirurgica,Acuti,12,4,4,0,0,0
2020,328,PV,727,030194,,OSPEDALE CIVILE - VOGHERA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,40,PSICHIATRIA,Area medica,Acuti,12,10.33,15,7,1,1
2020,321,MI,321,030112,,IST.CLINICO S.AMBROGIO SPA-MILANO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,09,CHIRURGIA GENERALE,Area chirurgica,Acuti,12,12.08,12,11,3,3
2020,322,VA,710,030901,01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,68,PNEUMOLOGIA,Area medica,Acuti,9,24.89,81,0,0,0
2020,328,PV,940,030940,,IRCCS CENTRO MEDICO MONTESCANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,priv,24,MALATTIE INFETTIVE E TROPICALI,Area medica,Acuti,0,0,,0,0,
2020,325,BG,720,030140,,OSPEDALE BOLOGNINI - SERIATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,58,GASTROENTEROLOGIA,Area medica,Acuti,0,0,0,10,1.9,2
2020,328,PV,727,030191,,OSPEDALE S.MARTINO - MEDE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,60,LUNGODEGENTI,Area medica,Lung,12,2,2,0,0,0
2020,325,BG,719,030131,,OSPEDALE DI TREVIGLIO E CARAVAGGIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,3,6.67,8,0,0,0
2020,328,PV,924,030924,,POLICLINICO S. MATTEO - PAVIA,33,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - FONDAZIONE,pubb,14,CHIRURGIA VASCOLARE,Area chirurgica,Acuti,12,16.5,24,0,0,0
2020,324,LC,715,030903,,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,34,OCULISTICA,Area chirurgica,Acuti,12,5.58,0,12,4,0
2020,325,BG,325,030147,,POLICLINICO SAN MARCO - OSIO SOTTO,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,14,CHIRURGIA VASCOLARE,Area chirurgica,Acuti,11,14,16,12,2,2
2020,321,MI,702,030914,,OSPEDALE S. PAOLO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,52,DERMATOLOGIA,Area medica,Acuti,0,0,0,12,5,5
2020,325,BG,325,030360,,FERB-ONLUS C.TRO ALZHEIMER-GAZZANIGA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,56,RECUPERO E RIABILITAZIONE FUNZIONALE,Area medica,Riab,12,46,46,0,0,0
2020,323,CO,323,030031,,OSP. MORIGGIA PELASCINI - GRAVEDONA,4,OSPEDALE CLASSIFICATO,priv,26,MEDICINA GENERALE,Area medica,Acuti,12,38,38,12,1,1
2020,326,BS,326,030295,,FONDAZIONE POLIAMBULANZA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,priv,50,UNITA' CORONARICA,Area medica,Acuti,12,6,6,0,0,0
2020,323,BS,714,030274,01,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,08,CARDIOLOGIA,Area medica,Acuti,12,16.5,21,9,1,1
2020,322,VA,710,030901,01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,pubb,98,DAY SURGERY,Area chirurgica,Acuti,0,0,0,12,20,20
